year,grid_id,central_lat,central_lon,total_flood_event,total_damages,primary_admin1,unique_locations,avg_duration,avg_damage_per_flood,event_summary
2002,13_80,13,80,1,,Tamil Nadu,Tamil Nadu,0.0,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2002,47_19,47,19,1,45193.0,Budapest,Budapest,21.0,45193.0,"In 2002: 1 events (1 floods), total damages: 45193.0 ('000 US$)"
2002,45_37,45,37,1,97873.0,Krasnodar,Anapa,17.0,97873.0,"In 2002: 1 events (1 floods), total damages: 97873.0 ('000 US$)"
2002,45_40,45,40,1,677895.0,Adygey,Adygea,12.0,677895.0,"In 2002: 1 events (1 floods), total damages: 677895.0 ('000 US$)"
2002,25_101,25,101,1,6327.0,Yunnan,Yunnan province,6.0,6327.0,"In 2002: 1 events (1 floods), total damages: 6327.0 ('000 US$)"
2002,46_-89,46,-89,1,19584.0,Wisconsin,Hurley,6.0,19584.0,"In 2002: 1 events (1 floods), total damages: 19584.0 ('000 US$)"
2002,46_10,46,10,1,445904.0,Lombardia,Brescia,10.0,445904.0,"In 2002: 1 events (1 floods), total damages: 445904.0 ('000 US$)"
2002,18_-77,18,-77,1,30129.0,Clarendon,Clarendon,13.0,30129.0,"In 2002: 1 events (1 floods), total damages: 30129.0 ('000 US$)"
2002,14_-89,14,-89,1,,San Salvador,San Salvador,13.0,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2002,45_11,45,11,1,527252.0,Lombardia,Mantua,11.0,527252.0,"In 2002: 1 events (1 floods), total damages: 527252.0 ('000 US$)"
2002,46_13,46,13,1,,Friuli-Venezia Giulia,Frioul,3.0,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2002,25_-105,25,-105,1,,Durango,Durango region,2.0,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2002,43_25,43,25,1,1506.0,Gabrovo,Gabrovo,1.0,1506.0,"In 2002: 1 events (1 floods), total damages: 1506.0 ('000 US$)"
2002,-11_-78,-11,-78,1,,Lima,Barranca,11.0,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2002,44_4,44,4,1,1792656.0,Occitanie,Gard,4.0,1792656.0,"In 2002: 1 events (1 floods), total damages: 1792656.0 ('000 US$)"
2002,18_106,18,106,1,87373.0,Ha Tinh,Ha Tinh,10.0,87373.0,"In 2002: 1 events (1 floods), total damages: 87373.0 ('000 US$)"
2002,37_5,37,5,1,,Bejaia,Near Bejaia,0.0,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2002,44_39,44,39,1,48206.0,Krasnodar,Black Sea Coast,10.0,48206.0,"In 2002: 1 events (1 floods), total damages: 48206.0 ('000 US$)"
2002,46_23,46,23,1,437.0,Alba,Baia de Aries,1.0,437.0,"In 2002: 1 events (1 floods), total damages: 437.0 ('000 US$)"
2002,44_28,44,28,1,,Constanta,Constanta,4.0,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2002,46_29,46,29,1,1253.0,Gagauzia, Gagauzia,,1253.0,"In 2002: 1 events (1 floods), total damages: 1253.0 ('000 US$)"
2002,-4_39,-4,39,1,,Kwale,Kinango area,6.0,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2002,32_72,32,72,1,,Punjab,Sodi Jey Wali,0.0,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2002,9_-82,9,-82,2,753.0,Bocas Del Toro,Bocas del Toro,12.5,376.5,"In 2002: 2 events (2 floods), total damages: 753.0 ('000 US$)"
2002,13_99,13,99,1,,Tanintharyi,Tak province,,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2002,17_106,17,106,1,,Savannakhet, Savannakhet,,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2002,6_0,6,0,1,,Greater Accra,Accra region,0.0,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2002,-35_-56,-35,-56,1,,Canelones,Canelones,0.0,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2002,17_-14,17,-14,1,,Brakna,Aleg,0.0,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2002,36_65,36,65,1,,Faryab,Deh Miran,91.0,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2002,30_-99,30,-99,1,1506433.0,Texas,Bandera,23.0,1506433.0,"In 2002: 1 events (1 floods), total damages: 1506433.0 ('000 US$)"
2002,-35_-71,-35,-71,1,,Libertador General Bernardo O'Higgins,Puquillay,5.0,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2002,50_-86,50,-86,1,,Ontario,Ontario,3.0,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2002,-15_-68,-15,-68,1,150643.0,La Paz,La Paz,2.0,150643.0,"In 2002: 1 events (1 floods), total damages: 150643.0 ('000 US$)"
2002,49_9,49,9,1,17474626.0,Baden-Wurttemberg,Baden-Wuerttemberg,9.0,17474626.0,"In 2002: 1 events (1 floods), total damages: 17474626.0 ('000 US$)"
2002,33_70,33,70,1,,Khost,Khost,0.0,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2002,-15_39,-15,39,1,,Nampula,City  Nampula,4.0,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2002,-9_122,-9,122,1,,Nusa Tenggara Timur,East Nusa Tenggara,3.0,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2002,-3_28,-3,28,1,,Sud-Kivu,Sud Kivu province,2.0,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2002,33_52,33,52,1,,Esfahan,Esfahan,2.0,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2002,30_108,30,108,1,4669943.0,Chongqing,Chongqing,10.0,4669943.0,"In 2002: 1 events (1 floods), total damages: 4669943.0 ('000 US$)"
2002,49_14,49,14,1,3615440.0,Jihocesky,Southern Bohemia,21.0,3615440.0,"In 2002: 1 events (1 floods), total damages: 3615440.0 ('000 US$)"
2002,-15_-70,-15,-70,1,,Puno,Puno,14.0,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2002,-3_29,-3,29,2,,Bubanza,"Bubanza province, Bujumbura region",0.0,,"In 2002: 2 events (2 floods), total damages: N/A ('000 US$)"
2002,13_-87,13,-87,2,150643.0,Choluteca,"Choluteca, Coast  Choluteca",6.5,75321.5,"In 2002: 2 events (2 floods), total damages: 150643.0 ('000 US$)"
2002,17_104,17,104,1,,Kalasin,Kalasin province,0.0,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2002,38_101,38,101,1,,Gansu, Gansu provinces,,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2002,12_76,12,76,1,,Kerala,Kannur,6.0,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2002,-37_-61,-37,-61,1,,Buenos Aires, Buenos Aires province,21.0,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2002,8_126,8,126,1,591.0,Agusan Del Sur,Agusan del Sur,3.0,591.0,"In 2002: 1 events (1 floods), total damages: 591.0 ('000 US$)"
2002,43_132,43,132,1,,Primor'ye,Vladivostok,6.0,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2002,42_22,42,22,1,,Aracinovo,Northern Skopje,4.0,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2002,2_98,2,98,1,2410.0,Aceh,Aceh Dingkil,14.0,2410.0,"In 2002: 1 events (1 floods), total damages: 2410.0 ('000 US$)"
2002,4_99,4,99,1,,Sumatera Utara,Medan city,5.0,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2002,-15_35,-15,35,1,,Balaka,Balaka,0.0,,"In 2002: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,26_118,26,118,1,14200.0,Fujian,Fujian province,2.0,14200.0,"In 2003: 1 events (1 floods), total damages: 14200.0 ('000 US$)"
2003,23_91,23,91,1,,Chittagong,Comilla,14.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,-11_34,-11,34,1,,Mzimba,Mzuzu,3.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,39_23,39,23,1,,Thessaly And Central Greece,Central Greece,0.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,-18_37,-18,37,1,,Zambezia,Quelimane,47.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,14_-15,14,-15,1,,Kaffrine,Kaffrine,70.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,8_-70,8,-70,1,,Barinas,Barinas,2.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,-17_-66,-17,-66,2,1473.0,Cochabamba,"Cochabamba, near Chapare",18.0,736.5,"In 2003: 2 events (2 floods), total damages: 1473.0 ('000 US$)"
2003,-20_-44,-20,-44,2,,Minas Gerais,Belo Horizonte,17.0,,"In 2003: 2 events (2 floods), total damages: N/A ('000 US$)"
2003,37_31,37,31,1,,Antalya,Antalya region,2.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,8_100,8,100,1,2062.0,Nakhon Si Thammarat,Nakhon Si Thammarat,0.0,2062.0,"In 2003: 1 events (1 floods), total damages: 2062.0 ('000 US$)"
2003,6_80,6,80,1,42717.0,Galle,Galle,9.0,42717.0,"In 2003: 1 events (1 floods), total damages: 42717.0 ('000 US$)"
2003,36_6,36,6,1,,Batna,Hidoussa,2.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,6_19,6,19,1,,Kemo,Kemo,0.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,6_117,6,117,1,,Sabah,Beluran district,19.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,-20_35,-20,35,1,,Sofala,Beira,2.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,26_65,26,65,1,,Baluchistan,Awaran,14.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,37_22,37,22,1,883797.0,Peloponnese; Western Greece And The Ionian Islands,Peloponese,0.0,883797.0,"In 2003: 1 events (1 floods), total damages: 883797.0 ('000 US$)"
2003,-15_35,-15,35,1,,Balaka,Balaka,47.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,9_-83,9,-83,1,,Bocas Del Toro,Bocas del Toro,,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,-17_28,-17,28,1,,Southern,Gwembe district,4.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,7_-76,7,-76,1,,Antioquia,Antioquia,14.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,15_-89,15,-89,1,,Copan,Copan,1.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,-18_24,-18,24,1,,Zambezi,Katima,0.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,12_10,12,10,1,3786.0,Jigawa,Jigawa,53.0,3786.0,"In 2003: 1 events (1 floods), total damages: 3786.0 ('000 US$)"
2003,12_-15,12,-15,1,,Bafata,Bafata,,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,37_8,37,8,1,,Annaba,Annaba,3.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,-14_-171,-14,-171,1,73650.0,Eastern, Fagatogo,1.0,73650.0,"In 2003: 1 events (1 floods), total damages: 73650.0 ('000 US$)"
2003,-19_33,-19,33,1,,Manica,Manica,13.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,37_71,37,71,1,,Badakhshan,Badakshan,5.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,37_9,37,9,1,,Beja,Beja,2.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,-16_31,-16,31,1,294599.0,Mashonaland Central,Muzarabani,3.0,294599.0,"In 2003: 1 events (1 floods), total damages: 294599.0 ('000 US$)"
2003,35_72,35,72,1,,N.W.F.P.,Dir,4.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,35_70,35,70,1,,Kapisa,Kapisa province,1.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,-1_101,-1,101,1,,Sumatera Barat,Aro Empat Korong,0.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,7_43,7,43,1,,Somali,Somali,,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,37_10,37,10,1,,Bizerte,Bizerte,2.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,13_109,13,109,1,47136.0,Phu Yen,Phu Yen,7.0,47136.0,"In 2003: 1 events (1 floods), total damages: 47136.0 ('000 US$)"
2003,12_109,12,109,1,51555.0,Khanh Hoa,Khanh Hoa,3.0,51555.0,"In 2003: 1 events (1 floods), total damages: 51555.0 ('000 US$)"
2003,35_68,35,68,1,,Bamyan,Shibar district,3.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,37_67,37,67,1,,Balkh,Balkh,11.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,-15_-68,-15,-68,1,,La Paz,La Paz,1.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,7_100,7,100,1,,Satun,Satun,22.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,-18_-45,-18,-45,1,446317.0,Minas Gerais, Minas Girais,,446317.0,"In 2003: 1 events (1 floods), total damages: 446317.0 ('000 US$)"
2003,36_69,36,69,1,,Baghlan,Doshi,11.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,-15_-70,-15,-70,2,,Puno,Azangaro,17.5,,"In 2003: 2 events (2 floods), total damages: N/A ('000 US$)"
2003,13_-2,13,-2,1,,Centre-Nord,Bam,70.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,27_107,27,107,1,11621930.0,Guizhou,Guizhou,35.0,11621930.0,"In 2003: 1 events (1 floods), total damages: 11621930.0 ('000 US$)"
2003,22_41,22,41,1,,Makkah,Mecque,0.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,-15_29,-15,29,1,,Lusaka,Lusaka,0.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,13_78,13,78,1,,Karnataka,Natkharana,48.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,38_24,38,24,1,,Attica,Marathon,0.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,26_93,26,93,1,,Assam,Assam,121.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,-19_47,-19,47,1,220949.0,Antananarivo,Antananarivo,13.0,220949.0,"In 2003: 1 events (1 floods), total damages: 220949.0 ('000 US$)"
2003,28_112,28,112,1,235679.0,Hunan,Linwu,6.0,235679.0,"In 2003: 1 events (1 floods), total damages: 235679.0 ('000 US$)"
2003,27_81,27,81,1,,Uttar Pradesh,Uttar Pradesh,0.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,-37_-61,-37,-61,1,,Buenos Aires,Buneos aires region,0.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,33_70,33,70,1,,Khost,Khost,0.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,50_-123,50,-123,1,22095.0,British Columbia,Squamish,9.0,22095.0,"In 2003: 1 events (1 floods), total damages: 22095.0 ('000 US$)"
2003,-9_17,-9,17,1,,Malanje,Malanje,14.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,42_22,42,22,2,,Aracinovo,"Gradsko, Shkup Skopje",1.0,,"In 2003: 2 events (2 floods), total damages: N/A ('000 US$)"
2003,50_107,50,107,1,398.0,Selenge,Sukhbaatar,20.0,398.0,"In 2003: 1 events (1 floods), total damages: 398.0 ('000 US$)"
2003,50_24,50,24,1,,L'viv,Lviv region,0.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,16_5,16,5,1,,Tahoua, Tahouna,70.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,50_4,50,4,1,,Hauts-de-France,Aisnes region,7.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,1_-74,1,-74,1,,Caqueta,Caqueta department,2.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,-33_20,-33,20,1,,Western Cape,Montagu,3.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,1_-79,1,-79,1,,Esmeraldas,Eloy Alfaro,0.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,42_14,42,14,1,220949.0,Abruzzo,Abuzzo,2.0,220949.0,"In 2003: 1 events (1 floods), total damages: 220949.0 ('000 US$)"
2003,0_34,0,34,1,,Bugiri,Bugiri district,,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,41_85,41,85,1,,Xinjiang Uygur,Xinjiang Uighur Autonomos,2.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,-32_147,-32,147,1,,New South Wales,Wyong,5.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,0_35,0,35,2,,Kisumu,"Kisumu region, Nyando",2.0,,"In 2003: 2 events (2 floods), total damages: N/A ('000 US$)"
2003,34_-118,34,-118,1,,California,Los Angeles area,1.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,51_4,51,4,1,,Bruxelles,Brussels,7.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,-32_-55,-32,-55,1,,Rivera,Rivera,,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,1_125,1,125,1,,Sulawesi Utara,North Sulawesi,26.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,-31_-62,-31,-62,1,1514548.0,Santa Fe,Castellanos,12.0,1514548.0,"In 2003: 1 events (1 floods), total damages: 1514548.0 ('000 US$)"
2003,1_25,1,25,1,,Tshopo,Kisangani,,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,1_34,1,34,1,,Mbale,Mbale area,2.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,51_95,51,95,1,,Tuva,Tandinsky,2.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,33_52,33,52,1,1234.0,Esfahan,Isfahan province,1.0,1234.0,"In 2003: 1 events (1 floods), total damages: 1234.0 ('000 US$)"
2003,0_42,0,42,1,,Jubbada Hoose,Lower Jubba,,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,19_-98,19,-98,1,,Puebla,Puebla state,3.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,-9_126,-9,126,1,,Ainaro,Ainaro,4.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,-6_107,-6,107,1,,Jakarta Raya,Jakarta,1.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,-6_106,-6,106,1,,Banten,Banten,0.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,32_117,32,117,1,7114566.0,Anhui,Anhui,37.0,7114566.0,"In 2003: 1 events (1 floods), total damages: 7114566.0 ('000 US$)"
2003,45_-63,45,-63,1,14730.0,Nova Scotia,Colchester,3.0,14730.0,"In 2003: 1 events (1 floods), total damages: 14730.0 ('000 US$)"
2003,-7_108,-7,108,1,,Jawa Barat,Java,,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,46_13,46,13,1,964812.0,Friuli-Venezia Giulia,Udine province,2.0,964812.0,"In 2003: 1 events (1 floods), total damages: 964812.0 ('000 US$)"
2003,-7_109,-7,109,1,,Jawa Tengah,Banyumas,1.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,18_-66,18,-66,1,3093.0,Fajardo,Fajardo,6.0,3093.0,"In 2003: 1 events (1 floods), total damages: 3093.0 ('000 US$)"
2003,44_5,44,5,1,2209492.0,Provence-Alpes-Cote D'Azur,Bouches-du-Rhone,1.0,2209492.0,"In 2003: 1 events (1 floods), total damages: 2209492.0 ('000 US$)"
2003,-5_14,-5,14,1,,Kongo-Central,Lufutoto,1.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,32_65,32,65,1,,Hilmand,Kajaki,3.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,18_106,18,106,1,55974.0,Ha Tinh,Ha Tinh,4.0,55974.0,"In 2003: 1 events (1 floods), total damages: 55974.0 ('000 US$)"
2003,-4_38,-4,38,1,,Kilimanjaro,Same district,1.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,47_-76,47,-76,1,14730.0,Quebec,Bois Franc region,1.0,14730.0,"In 2003: 1 events (1 floods), total damages: 14730.0 ('000 US$)"
2003,47_26,47,26,1,,Neamt,Poiana Teiului,7.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,32_77,32,77,2,,Himachal Pradesh,"Kullu, Kulu",0.0,,"In 2003: 2 events (2 floods), total damages: N/A ('000 US$)"
2003,48_-124,48,-124,1,22095.0,Washington,Clallam,9.0,22095.0,"In 2003: 1 events (1 floods), total damages: 22095.0 ('000 US$)"
2003,-7_15,-7,15,1,,Uige,Uige province,1.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,19_-70,19,-70,2,65872.0,Duarte,"Duarte, Maria Trinidad Sanchez province",3.0,32936.0,"In 2003: 2 events (2 floods), total damages: 65872.0 ('000 US$)"
2003,17_43,17,43,1,,Jizan,Jizane province,4.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,33_-87,33,-87,1,25041.0,Alabama,Alabama,8.0,25041.0,"In 2003: 1 events (1 floods), total damages: 25041.0 ('000 US$)"
2003,-9_116,-9,116,1,,Nusa Tenggara Barat,West Lombok,0.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,17_1,17,1,1,,Gao,Gao,70.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,19_-73,19,-73,1,,L'Artibonite,Saint-Marc,1.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,-9_125,-9,125,1,,Bobonaro,Meligo,,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,31_-111,31,-111,1,,Veracruz,Nogales,1.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,-30_151,-30,151,1,,New South Wales,Bingara,3.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,16_43,16,43,1,,Hajjah,Hajjah,2.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,-28_153,-28,153,1,110475.0,New South Wales,Fairfield,0.0,110475.0,"In 2003: 1 events (1 floods), total damages: 110475.0 ('000 US$)"
2003,34_36,34,36,1,,Bekaa, West Bekaa,,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,28_83,28,83,1,,West,Baglung,48.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,21_85,21,85,1,248936.0,Odisha,Angul,54.0,248936.0,"In 2003: 1 events (1 floods), total damages: 248936.0 ('000 US$)"
2003,40_-104,40,-104,1,156137.0,Colorado,Adams,16.0,156137.0,"In 2003: 1 events (1 floods), total damages: 156137.0 ('000 US$)"
2003,15_99,15,99,1,36825.0,Kanchanaburi,Kanchanaburi,0.0,36825.0,"In 2003: 1 events (1 floods), total damages: 36825.0 ('000 US$)"
2003,10_44,10,44,1,,Woqooyi Galbeed,Wajale,2.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,5_103,5,103,1,,Trengganu,Dungun,3.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,10_-72,10,-72,1,,Zulia,Zulia state,2.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,10_124,10,124,1,,Cebu,Cebu,0.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,35_-4,35,-4,1,,Taza-Al Hoceima-Taounate,Al Hoceima,1.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,40_69,40,69,1,29460.0,Leninabad,Sughd Oblast,4.0,29460.0,"In 2003: 1 events (1 floods), total damages: 29460.0 ('000 US$)"
2003,5_100,5,100,1,,Pulau Pinang,Penang,22.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,16_-87,16,-87,1,29460.0,Atlantida,Ceiba city region,26.0,29460.0,"In 2003: 1 events (1 floods), total damages: 29460.0 ('000 US$)"
2003,10_-83,10,-83,1,,Limon,Limon province,2.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,5_-75,5,-75,1,,Caldas, Caldas,,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,40_48,40,48,1,81015.0,Aran,Ismayilli,49.0,81015.0,"In 2003: 1 events (1 floods), total damages: 81015.0 ('000 US$)"
2003,-25_150,-25,150,1,2946.0,Queensland,Wowan,7.0,2946.0,"In 2003: 1 events (1 floods), total damages: 2946.0 ('000 US$)"
2003,20_-75,20,-75,1,,Guantanamo,Guantanam province,,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,15_37,15,37,1,,Gash Barka,Teseney,24.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,28_66,28,66,1,,Baluchistan,Balochistan,48.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,-2_103,-2,103,1,,Jambi,Batanghari,6.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,15_33,15,33,1,,Al Jazirah,Al Jazirah,24.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,34_114,34,114,1,3594108.0,Henan,Henan,80.0,3594108.0,"In 2003: 1 events (1 floods), total damages: 3594108.0 ('000 US$)"
2003,41_-8,41,-8,1,,Aveiro,Agueda,7.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,-30_-53,-30,-53,1,,Rio Grande Do Sul,Rio Grande do Sul state,4.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,34_131,34,131,1,10311.0,Fukuoka,Kyushu Island,2.0,10311.0,"In 2003: 1 events (1 floods), total damages: 10311.0 ('000 US$)"
2003,20_-72,20,-72,2,,Nord,"Cap Haitien, Cap-Haitien",2.0,,"In 2003: 2 events (2 floods), total damages: N/A ('000 US$)"
2003,53_-61,53,-61,1,,Newfoundland And Labrador,Terre Neuve,6.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,21_-10,21,-10,1,,Adrar,Adrar,70.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,-23_-43,-23,-43,1,,Rio De Janeiro,Duque de Caxias,0.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,-2_30,-2,30,1,,Amajyaruguru,Byumba,0.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,16_-92,16,-92,1,,Chiapas,Chiapas,4.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
2003,34_3,34,3,1,,Laghouat,Laghouat,3.0,,"In 2003: 1 events (1 floods), total damages: N/A ('000 US$)"
