grid_id,lat,lon,total_event_count,earliest_event_year,latest_event_year,total_damages,primary_admin1,unique_locations,avg_duration,avg_damage_per_flood,total_deaths,total_affected,reconstruction_costs,predominant_subtype,ofda_response_count,predominant_river_basin,flood_recurrence_interval,event_summary,severity_score
2_42,2,42,2,2006,2008,4301.0,Gedo,"Bardera city, Bardhere",2.0,2150.5,498.0,62096.0,,Flash flood,0,"Dechatu, Dire Dawa",1.0,"2 events (2 floods) from 2006 to 2008, total damages: 4301.0 ('000 US$)",0.016620666319575126
2_44,2,44,1,2015,2015,,Shabeellaha Hoose, Shabelle Hoose,,,0.0,16296.0,,,0,,0.0,"1 events (1 floods) from 2015 to 2015, total damages: 0.0 ('000 US$)",0.0
2_45,2,45,6,1987,2018,86328.0,Banaadir," Banadir region, Jowhar  Mogadishu, Mogadishu, Mogasdischio",13.0,14388.0,25.0,965500.0,,Riverine flood,0,,5.166666666666667,"6 events (6 floods) from 1987 to 2018, total damages: 86328.0 ('000 US$)",0.05606813694153196
2_98,2,98,1,2002,2002,2410.0,Aceh,Aceh Dingkil,14.0,2410.0,13.0,87000.0,,Riverine flood,1,,0.0,"1 events (1 floods) from 2002 to 2002, total damages: 2410.0 ('000 US$)",0.00015010783667457458
2_99,2,99,3,2001,2018,,Sumatera Utara," North Suamatra,  Sumatra Isl, North Sumatra",4.333333333333333,,273.0,18695.0,,Flash flood,1,,5.666666666666667,"3 events (3 floods) from 2001 to 2018, total damages: 0.0 ('000 US$)",0.037854099048376055
30_-111,30,-111,1,1984,1984,,Sonora,Sonora,,,0.0,20000.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 1984 to 1984, total damages: 0.0 ('000 US$)",0.0
30_-115,30,-115,1,1993,1993,178948.0,Baja California,Ensenada,14.0,178948.0,20.0,30000.0,,Riverine flood,1,Tijuana,0.0,"1 events (1 floods) from 1993 to 1993, total damages: 178948.0 ('000 US$)",0.0007112295451619647
30_-8,30,-8,1,1995,1995,,Guelmim-Es-Semara,Tata region,0.0,,18.0,3000.0,,,0,,0.0,"1 events (1 floods) from 1995 to 1995, total damages: 0.0 ('000 US$)",0.00029807246472809165
30_-81,30,-81,1,2009,2009,,Florida,Northern Florida,3.0,,0.0,1000.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2009 to 2009, total damages: 0.0 ('000 US$)",0.0
30_-85,30,-85,1,2000,2000,,Texas,Liberty city,0.0,,0.0,240.0,,,0,,0.0,"1 events (1 floods) from 2000 to 2000, total damages: 0.0 ('000 US$)",0.0
30_-90,30,-90,1,1995,1995,5334633.0,Louisiana,New orleans,6.0,5334633.0,6.0,20000.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 1995 to 1995, total damages: 5334633.0 ('000 US$)",0.01468703354995287
30_-96,30,-96,1,2013,2013,,Texas,Austin,10.0,,4.0,4800.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2013 to 2013, total damages: 0.0 ('000 US$)",6.623832549513148e-05
30_-98,30,-98,1,2015,2015,,Texas,San Marcos Municipality,0.0,,16.0,12000.0,,Flash flood,0,,0.0,"1 events (1 floods) from 2015 to 2015, total damages: 0.0 ('000 US$)",0.00026495330198052594
30_-99,30,-99,1,2002,2002,1506433.0,Texas,Bandera,23.0,1506433.0,10.0,144000.0,,Riverine flood,0,"San Antonio, Medina, San Marcos, Sabinal, Frio, Pedernales, Nueces, Guadalupe, Blanco, Atascosa",0.0,"1 events (1 floods) from 2002 to 2002, total damages: 1506433.0 ('000 US$)",0.004239115333156968
30_108,30,108,14,2002,2018,19125916.0,Chongqing," Chongqing,  Chongqing Shi, Chongqing, Chongqing province, Chongquin, Chongquing",13.142857142857142,1366136.857142857,1765.0,164934499.0,,Riverine flood,0,"Hanjiang, Ziwu, Xun, Yangtze, Jialinjiang",1.1428571428571428,"14 events (14 floods) from 2002 to 2018, total damages: 19125916.0 ('000 US$)",0.21634858243104624
30_37,30,37,1,1966,1966,11688.0,Ma'An,Ma'An,0.0,11688.0,259.0,5792.0,,Flash flood,1,,0.0,"1 events (1 floods) from 1966 to 1966, total damages: 11688.0 ('000 US$)",0.002891307710092112
30_47,30,47,1,1997,1997,,Al Jahrah,Al-Jahra town,0.0,,2.0,200.0,,Flash flood,0,,0.0,"1 events (1 floods) from 1997 to 1997, total damages: 0.0 ('000 US$)",3.311916274756574e-05
30_51,30,51,1,1991,1991,,Kohgiluyeh And Buyer Ahmad,Gachsaran,1.0,,22.0,0.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 1991 to 1991, total damages: 0.0 ('000 US$)",0.00036431079022322313
30_57,30,57,2,1991,2015,124304.0,Kerman," Kerman, Kerman",6.5,62152.0,9.0,117700.0,,Flash flood,0,Hirmand,12.0,"2 events (2 floods) from 1991 to 2015, total damages: 124304.0 ('000 US$)",0.01155113906889824
30_69,30,69,1,2005,2005,,Baluchistan,Kohlu,4.0,,20.0,3500.0,,Flash flood,0,,0.0,"1 events (1 floods) from 2005 to 2005, total damages: 0.0 ('000 US$)",0.0003311916274756574
30_70,30,70,1,2010,2010,,Baluchistan,Barkhan district,2.0,,60.0,4000.0,,Flash flood,0,,0.0,"1 events (1 floods) from 2010 to 2010, total damages: 0.0 ('000 US$)",0.0009935748824269723
30_77,30,77,1,2010,2010,555471.0,Haryana,Haryana's Ambala,10.0,555471.0,53.0,400000.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2010 to 2010, total damages: 555471.0 ('000 US$)",0.0021074896447463094
30_79,30,79,4,1977,2012,2241591.0,Uttarakhand,"Almora, Ganges region, Uttarakhand",16.0,560397.75,780.0,4268383.0,,Riverine flood,0,,8.75,"4 events (4 floods) from 1977 to 2012, total damages: 2241591.0 ('000 US$)",0.04808790614435948
30_80,30,80,2,2012,2016,136505.0,Uttarakhand," Pithoragahr districts , Bageshwarn",4.0,68252.5,106.0,200.0,,Flash flood,0,Alaknanda and Mandakini rivers,2.0,"2 events (2 floods) from 2012 to 2016, total damages: 136505.0 ('000 US$)",0.012655431690725777
30_81,30,81,3,1996,2005,36571.0,Far-Western,Baitadi,19.0,12190.333333333334,1079.0,222982.0,,Flash flood,0,"Mahakali, Shirsha, Ragoon",3.0,"3 events (3 floods) from 1996 to 2005, total damages: 36571.0 ('000 US$)",0.03423429876224848
30_82,30,82,1,2017,2017,,Mid-Western, Mugu ,3.0,,11.0,6000.0,,,0,,0.0,"1 events (1 floods) from 2017 to 2017, total damages: 0.0 ('000 US$)",0.00018215539511161157
31_-10,31,-10,2,2009,2014,,Souss-Massa-Draa,Agadir,1.5,,16.0,7520.0,,Flash flood,0,,2.5,"2 events (2 floods) from 2009 to 2014, total damages: 0.0 ('000 US$)",0.016931619968647192
31_-111,31,-111,1,2003,2003,,Veracruz,Nogales,1.0,,4.0,3050.0,,Riverine flood,0,Chiquito,0.0,"1 events (1 floods) from 2003 to 2003, total damages: 0.0 ('000 US$)",6.623832549513148e-05
31_-115,31,-115,1,1998,1998,1001872.0,Baja California,Baja California,9.0,1001872.0,274.0,25000.0,,Coastal flood,1,,0.0,"1 events (1 floods) from 1998 to 1998, total damages: 1001872.0 ('000 US$)",0.005770734272390939
31_-5,31,-5,2,2006,2006,,Tadla-Azilal,"Er Rachidia province, Errachidia",1.5,,6.0,2100.0,,Riverine flood,0,,0.0,"2 events (2 floods) from 2006 to 2006, total damages: 0.0 ('000 US$)",0.016766024154909364
31_-7,31,-7,2,1979,2010,36037.0,Souss-Massa-Draa,Ouarzazate,5.5,18018.5,48.0,81295.0,,Flash flood,0,,15.5,"2 events (2 floods) from 1979 to 2010, total damages: 36037.0 ('000 US$)",0.011739771835045975
31_-8,31,-8,1,1995,1995,16004.0,Marrakech-Tensift-Al Haouz,Sti Fadma,1.0,16004.0,730.0,35000.0,,Riverine flood,0,"Gigaya, Ourika, Gamat",0.0,"1 events (1 floods) from 1995 to 1995, total damages: 16004.0 ('000 US$)",0.008102845268503866
31_-83,31,-83,1,1997,1997,,Illinois,Cook County,0.0,,0.0,15000.0,,,0,,0.0,"1 events (1 floods) from 1997 to 1997, total damages: 0.0 ('000 US$)",0.0
31_-88,31,-88,1,1998,1998,448823.0,Alabama,South Alabama,6.0,448823.0,11.0,18000.0,,Riverine flood,0,"Pea, Savannah, Ogeechee, Altamaha, Satilla, Suwannee, Albany, Dublin, Flint ,Oconee",0.0,"1 events (1 floods) from 1998 to 1998, total damages: 448823.0 ('000 US$)",0.0013515275888889816
31_-9,31,-9,2,2001,2006,3367.0,Marrakech-Tensift-Al Haouz,Essaouira,2.5,1683.5,26.0,300.0,,Riverine flood,0,Boumoussa river,2.5,"2 events (2 floods) from 2001 to 2006, total damages: 3367.0 ('000 US$)",0.011407358201930229
31_-91,31,-91,1,1990,1990,,Louisiana,Baton Rouge,2.0,,0.0,150.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 1990 to 1990, total damages: 0.0 ('000 US$)",0.0
31_-92,31,-92,1,2015,2015,685950.0,Louisiana, Louisiana provinces,22.0,685950.0,31.0,4050.0,,,0,Mississippi river,0.0,"1 events (1 floods) from 2015 to 2015, total damages: 685950.0 ('000 US$)",0.0022222239889731358
31_-96,31,-96,1,2016,2016,2258013.0,Texas, Grimes,3.0,2258013.0,9.0,21000.0,,Flash flood,0,,0.0,"1 events (1 floods) from 2016 to 2016, total damages: 2258013.0 ('000 US$)",0.0062879563152250795
31_-99,31,-99,4,1991,2016,1691177.0,Texas," Texas province, Texas",6.75,422794.25,35.0,600.0,,Riverine flood,0,"Nueces, Colorado, Guadalupe, Mission, Frio, San Antonio Oso Creek in Corpus Christi, Yegya Creek.",6.25,"4 events (4 floods) from 1991 to 2016, total damages: 1691177.0 ('000 US$)",0.03835477581295579
31_103,31,103,15,1980,2016,11776128.0,Sichuan,"Baiyu, Dazhou city, Guangan, Sichuan, Sichuan Sheng, Sichuan province, Tongjiang county",4.0,785075.2,2099.0,17675970.0,,Riverine flood,1,Yangtze,2.4,"15 events (15 floods) from 1980 to 2016, total damages: 11776128.0 ('000 US$)",0.21100314799640088
31_104,31,104,1,2017,2017,348220.0,Sichuan, and Deyang,1.0,348220.0,40.0,45000.0,,,0,,0.0,"1 events (1 floods) from 2017 to 2017, total damages: 348220.0 ('000 US$)",0.0013959534538267398
31_108,31,108,1,2017,2017,399071.0,Chongqing,Kaizhou,13.0,399071.0,16.0,61500.0,,,0,,0.0,"1 events (1 floods) from 2017 to 2017, total damages: 399071.0 ('000 US$)",0.001270369205875642
31_111,31,111,1,2017,2017,82909.0,Hubei, Yichang,9.0,82909.0,23.0,15600.0,,,0,,0.0,"1 events (1 floods) from 2017 to 2017, total damages: 82909.0 ('000 US$)",0.00048113137531170054
31_112,31,112,21,1980,2017,53587610.0,Hubei," Hubei,  Hubei provinces, Enshi, Hubai, Hubai province, Hube, Hubei, Hubei Province, Hubei province, Suizhou",12.578947368421053,2551790.9523809524,4172.0,255533596.0,,Riverine flood,1,Dalongtan Reservoir on Qingjiang River,1.7619047619047619,"21 events (21 floods) from 1980 to 2017, total damages: 53587610.0 ('000 US$)",0.4151492977099712
31_3,31,3,1,2008,2008,437977.0,Ghardaia,Ghardaia region,16.0,437977.0,93.0,59050.0,,Flash flood,0,,0.0,"1 events (1 floods) from 2008 to 2008, total damages: 437977.0 ('000 US$)",0.002227058705286959
31_34,31,34,2,2008,2010,,Gaza,"Gaza trip, Khan Younis rehion ",1.5,,2.0,0.0,,Flash flood,0,,1.0,"2 events (2 floods) from 2008 to 2010, total damages: 0.0 ('000 US$)",0.016699785829414233
31_35,31,35,1,2010,2010,,HaDarom,Hadarom,0.0,,2.0,0.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2010 to 2010, total damages: 0.0 ('000 US$)",3.311916274756574e-05
31_36,31,36,1,1991,1991,,Karak,Karak,0.0,,8.0,18000.0,,Flash flood,0,,0.0,"1 events (1 floods) from 1991 to 1991, total damages: 0.0 ('000 US$)",0.00013247665099026297
31_46,31,46,1,2004,2004,,Dhi-Qar,Nasiriyah,9.0,,6.0,10.0,,Flash flood,0,,0.0,"1 events (1 floods) from 2004 to 2004, total damages: 0.0 ('000 US$)",9.935748824269723e-05
31_48,31,48,1,1968,1968,23371.0,Al-Basrah,Euphrates River Basin,,23371.0,0.0,150000.0,,,1,,0.0,"1 events (1 floods) from 1968 to 1968, total damages: 23371.0 ('000 US$)",6.403998577120645e-05
31_49,31,49,2,1980,1980,,Khuzestan,Khuzestan,,,256.0,950100.0,,,0,,0.0,"2 events (2 floods) from 1980 to 1980, total damages: 0.0 ('000 US$)",0.02090591949835508
31_51,31,51,3,1986,1999,4021952.0,Kohgiluyeh And Buyer Ahmad," Boyerrahmad, Boyer-Ahmad",9.0,1340650.6666666667,284.0,97002.0,,Flash flood,0,Tajan,4.333333333333333,"3 events (3 floods) from 1986 to 1999, total damages: 4021952.0 ('000 US$)",0.03638058901267803
31_53,31,53,1,2004,2004,,Fars,Abadeh,9.0,,6.0,10.0,,Flash flood,0,,0.0,"1 events (1 floods) from 2004 to 2004, total damages: 0.0 ('000 US$)",9.935748824269723e-05
31_61,31,61,1,1989,1989,4372.0,Sistan And Baluchestan,Zabol,0.0,4372.0,0.0,150000.0,,,0,,0.0,"1 events (1 floods) from 1989 to 1989, total damages: 4372.0 ('000 US$)",1.1968784467296865e-05
31_64,31,64,2,1998,1999,,Hilmand," Helmand Provinces, Helmand",7.0,,30.0,800.0,,Flash flood,0,,0.5,"2 events (2 floods) from 1998 to 1999, total damages: 0.0 ('000 US$)",0.01716345410788015
31_67,31,67,1,2017,2017,,Baluchistan, Pishin,5.0,,13.0,60650.0,,,0,,0.0,"1 events (1 floods) from 2017 to 2017, total damages: 0.0 ('000 US$)",0.0002152745578591773
31_72,31,72,5,1983,2006,,Punjab,"Jhang, Punjab, Punjab Province, Punjab province",14.6,,228.0,1075028.0,,Riverine flood,0,"Chenab, Ravi, Beas, Pabbar, Tawi, Ujh",4.6,"5 events (5 floods) from 1983 to 2006, total damages: 0.0 ('000 US$)",0.07044225121988916
31_73,31,73,1,1995,1995,,Punjab,Faisalabad,0.0,,12.0,0.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 1995 to 1995, total damages: 0.0 ('000 US$)",0.00019871497648539445
31_74,31,74,3,1964,1996,4368.0,Punjab,"Kasur, Lahore, Lahore district",7.0,1456.0,126.0,1635722.0,,Riverine flood,0,,10.666666666666666,"3 events (3 floods) from 1964 to 1996, total damages: 4368.0 ('000 US$)",0.023625184879152113
31_75,31,75,3,1964,1994,319917.0,Punjab," Punjab, Punjab ",,106639.0,2279.0,12837260.0,,,1,,10.0,"3 events (3 floods) from 1964 to 1994, total damages: 319917.0 ('000 US$)",0.048258539818149225
31_77,31,77,1,1997,1997,119856.0,Chandigarh,Chandigarh,6.0,119856.0,135.0,20.0,,Riverine flood,0,Sutlej and Andhara rivers,0.0,"1 events (1 floods) from 1997 to 1997, total damages: 119856.0 ('000 US$)",0.001818842009280485
32_-6,32,-6,1,2010,2010,,Tadla-Azilal,Ksiba,0.0,,10.0,2006.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2010 to 2010, total damages: 0.0 ('000 US$)",0.0001655958137378287
32_-8,32,-8,1,2008,2008,,Marrakech-Tensift-Al Haouz,Kalaat Seraghna,2.0,,9.0,0.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2008 to 2008, total damages: 0.0 ('000 US$)",0.00014903623236404582
32_106,32,106,1,2018,2018,843084.0,Sichuan, Guangyuan prefectures ,0.0,843084.0,3.0,1381000.0,,,0,,0.0,"1 events (1 floods) from 2018 to 2018, total damages: 843084.0 ('000 US$)",0.0023437742669161423
32_117,32,117,21,1980,2015,121621935.0,Anhui," Anhui, Anhui, Anhui province, Xiaoxian",24.833333333333332,5791520.714285715,18549.0,1033919386.0,,Riverine flood,6,43710,1.6666666666666667,"21 events (21 floods) from 1980 to 2015, total damages: 121621935.0 ('000 US$)",0.7603313388237545
32_13,32,13,1,2013,2013,,Az Zawiyah,Zawiya,7.0,,16.0,2000.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2013 to 2013, total damages: 0.0 ('000 US$)",0.00026495330198052594
32_130,32,130,1,2006,2006,,Kagoshima,Akune,4.0,,8.0,4300.0,,Riverine flood,0,Minimata river,0.0,"1 events (1 floods) from 2006 to 2006, total damages: 0.0 ('000 US$)",0.00013247665099026297
32_35,32,35,4,1997,2018,1688.0,West Bank," Jericho,  Salfit, Beersheba, Nahal Tsafit gorges",2.5,422.0,21.0,14000.0,,Riverine flood,0,,5.25,"4 events (4 floods) from 1997 to 2018, total damages: 1688.0 ('000 US$)",0.033569780127537314
32_36,32,36,1,1965,1965,8600.0,Amman,Amman,0.0,8600.0,8.0,500.0,,,1,,0.0,"1 events (1 floods) from 1965 to 1965, total damages: 8600.0 ('000 US$)",0.00011187437426442305
32_37,32,37,1,1987,1987,,Zarqa,Zarqa,0.0,,9.0,29.0,,,0,,0.0,"1 events (1 floods) from 1987 to 1987, total damages: 0.0 ('000 US$)",0.00014903623236404582
32_45,32,45,1,2013,2013,,Al-Qadisiyah,Diwaniyah,1.0,,11.0,0.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2013 to 2013, total damages: 0.0 ('000 US$)",0.00018215539511161157
32_50,32,50,1,2008,2008,,Chahar Mahall And Bakhtiari,Bazoft,1.0,,19.0,200.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2008 to 2008, total damages: 0.0 ('000 US$)",0.00031463204610187456
32_51,32,51,2,1995,1998,,Chahar Mahall And Bakhtiari,"Chahar Mahal va Bakhtiari, Chaharmahal-va-Bakhtiari",2.0,,43.0,250.0,,Flash flood,0,,1.5,"2 events (2 floods) from 1995 to 1998, total damages: 0.0 ('000 US$)",0.01737872866573933
32_60,32,60,1,1981,1981,,South Khorasan,Korassan,0.0,,58.0,100.0,,,0,,0.0,"1 events (1 floods) from 1981 to 1981, total damages: 0.0 ('000 US$)",0.0009604557196794065
32_65,32,65,1,2003,2003,,Hilmand,Kajaki,3.0,,30.0,1000.0,,Flash flood,0,Sha Gho,0.0,"1 events (1 floods) from 2003 to 2003, total damages: 0.0 ('000 US$)",0.0004967874412134862
32_71,32,71,1,1995,1995,,N.W.F.P.,Dera Ismail Khan,7.0,,451.0,1255000.0,,Flash flood,1,,0.0,"1 events (1 floods) from 1995 to 1995, total damages: 0.0 ('000 US$)",0.007468371199576075
32_72,32,72,1,2002,2002,,Punjab,Sodi Jey Wali,0.0,,1.0,1000.0,,,0,,0.0,"1 events (1 floods) from 2002 to 2002, total damages: 0.0 ('000 US$)",1.655958137378287e-05
32_74,32,74,1,2004,2004,395946.0,Punjab,Sialkot District,38.0,395946.0,210.0,100000.0,,Riverine flood,0,"Narmada, Mahi, Kailash, Bayal, Punjab, Ghaggar River",0.0,"1 events (1 floods) from 2004 to 2004, total damages: 395946.0 ('000 US$)",0.0034035102704532538
32_77,32,77,8,1993,2014,,Himachal Pradesh,"Himachal Pradesh, Kullu, Kulu",3.2857142857142856,,681.0,2417549.0,,Riverine flood,0,Ganges tributaris,2.625,"8 events (8 floods) from 1993 to 2014, total damages: 0.0 ('000 US$)",0.1279437415822128
32_78,32,78,1,2005,2005,31913.0,Himachal Pradesh,Khab,3.0,31913.0,6.0,5000.0,,Riverine flood,0,"Sutlej, Parechu, Spiti",0.0,"1 events (1 floods) from 2005 to 2005, total damages: 31913.0 ('000 US$)",0.00015368965931297172
32_88,32,88,1,1998,1998,33452.0,Xizang,Tibet,0.0,33452.0,50.0,80000.0,,Flash flood,0,,0.0,"1 events (1 floods) from 1998 to 1998, total damages: 33452.0 ('000 US$)",0.0006436553689156564
33_-112,33,-112,1,1980,1980,,Arizona,Phoenix,0.0,,0.0,10000.0,,,0,,0.0,"1 events (1 floods) from 1980 to 1980, total damages: 0.0 ('000 US$)",0.0
33_-17,33,-17,2,1979,2010,1789606.0,Madeira,"Funchal, Madeira Island",1.0,894803.0,62.0,20838.0,1790369.0,Riverine flood,2,,15.5,"2 events (2 floods) from 1979 to 2010, total damages: 1789606.0 ('000 US$)",0.016700393741821074
33_-7,33,-7,1,2002,2002,301287.0,Chaouia-Ouardigha,Khouribga,5.0,301287.0,80.0,15017.0,,Riverine flood,0,"Bengueribi, El Maleh",0.0,"1 events (1 floods) from 2002 to 2002, total damages: 301287.0 ('000 US$)",0.0017089114314264536
33_-83,33,-83,2,1990,2002,,Georgia,"Southwest Georgia, Warren county",2.5,,0.0,950.0,,Flash flood,0,Mississippi river,6.0,"2 events (2 floods) from 1990 to 2002, total damages: 0.0 ('000 US$)",0.016666666666666666
33_-87,33,-87,7,1991,2012,230398.0,Alabama,Alabama,1.5714285714285714,32914.0,12.0,4500.0,,Riverine flood,0,,3.0,"7 events (7 floods) from 1991 to 2012, total damages: 230398.0 ('000 US$)",0.06743058919807231
33_-90,33,-90,1,1973,1973,3051461.0,Mississippi,Mississippi,,3051461.0,23.0,0.0,,,0,,0.0,"1 events (1 floods) from 1973 to 1973, total damages: 3051461.0 ('000 US$)",0.008617142153411778
33_-94,33,-94,1,2007,2007,,Texas,Maud,10.0,,8.0,5000.0,,Riverine flood,0,"San Gabriel, Brazos, Wichita, Trinity, Guadalupe, Sabine, Nueces, Colorado, Caney, Neosho, Red River, Verdigris, Marais des Cygnes, Pottawatomie, Marmaton, Osage and Marais des Cygnes",0.0,"1 events (1 floods) from 2007 to 2007, total damages: 0.0 ('000 US$)",0.00013247665099026297
33_1,33,1,3,2000,2018,938411.0,El Bayadh," El-Bayadh, El Bayadh, El-Bayadh region",2.6666666666666665,312803.6666666667,44.0,1093.0,,Flash flood,0,,6.0,"3 events (3 floods) from 2000 to 2018, total damages: 938411.0 ('000 US$)",0.02527989097682674
33_10,33,10,1,1979,1979,,Medenine,Medenine,0.0,,0.0,750.0,,,0,,0.0,"1 events (1 floods) from 1979 to 1979, total damages: 0.0 ('000 US$)",0.0
33_11,33,11,1,1964,1964,,Medenine,Zarzis area,0.0,,5.0,16000.0,,,1,,0.0,"1 events (1 floods) from 1964 to 1964, total damages: 0.0 ('000 US$)",8.279790686891435e-05
33_119,33,119,3,1993,2017,236954.0,Jiangsu," Jiangsu, Funing, Mount Emei",2.6666666666666665,78984.66666666667,89.0,31702.0,,Riverine flood,0,Puting river,8.0,"3 events (3 floods) from 1993 to 2017, total damages: 236954.0 ('000 US$)",0.023854171514885506
33_127,33,127,2,2004,2007,1502.0,Jeju,"Cheju Island, Jeju Island",2.0,751.0,3.0,4190.0,,Riverine flood,0,,1.5,"2 events (2 floods) from 2004 to 2007, total damages: 1502.0 ('000 US$)",0.011148333152344488
33_130,33,130,2,1982,1993,89855.0,Naoasaki,"Nagasaki, Shimabara",0.0,44927.5,345.0,32147.0,,,0,,5.5,"2 events (2 floods) from 1982 to 1993, total damages: 89855.0 ('000 US$)",0.015166069758243668
33_131,33,131,3,2012,2017,2426119.0,Kumamoto,"Asakura, Kemamoto, Kumamoto province",1.6666666666666667,808706.3333333334,74.0,57079.0,,Riverine flood,0,Kagetsu,1.6666666666666667,"3 events (3 floods) from 2012 to 2017, total damages: 2426119.0 ('000 US$)",0.02968849419172472
33_35,33,35,1,1998,1998,,Haifa,Haifa,0.0,,0.0,1000.0,,Flash flood,0,,0.0,"1 events (1 floods) from 1998 to 1998, total damages: 0.0 ('000 US$)",0.0
33_44,33,44,1,2012,2012,,Baghdad,Bagdad,1.0,,4.0,0.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2012 to 2012, total damages: 0.0 ('000 US$)",6.623832549513148e-05
33_46,33,46,1,2015,2015,,Wasit, Wassit provinces,2.0,,58.0,65000.0,,Flash flood,0,,0.0,"1 events (1 floods) from 2015 to 2015, total damages: 0.0 ('000 US$)",0.0009604557196794065
33_47,33,47,1,2017,2017,38691.0,Ilam, Ilam,5.0,38691.0,18.0,2000.0,,Flash flood,0,,0.0,"1 events (1 floods) from 2017 to 2017, total damages: 38691.0 ('000 US$)",0.00030474300394173665
33_48,33,48,1,2005,2005,,Lorestan,Lorestan province,1.0,,3.0,3000.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2005 to 2005, total damages: 0.0 ('000 US$)",4.967874412134861e-05
33_52,33,52,4,1993,2003,2136588.0,Esfahan,"Esfahan, Isfahan, Isfahan province",9.0,534147.0,430.0,561098.0,,Riverine flood,0,"Jahrai, Zohreh and Kkashkan rivers",2.5,"4 events (4 floods) from 1993 to 2003, total damages: 2136588.0 ('000 US$)",0.04393621855350569
33_62,33,62,2,1976,2005,,Farah," Farah, Farah",31.0,,54.0,81500.0,,Riverine flood,1,"Sistan Wetlands, Helmand rivers and tributaries",14.5,"2 events (2 floods) from 1976 to 2005, total damages: 0.0 ('000 US$)",0.01756088406085094
33_68,33,68,2,2010,2016,,Ghazni," Ghazni, Ghazni",6.5,,95.0,5000.0,,Flash flood,0,,3.0,"2 events (2 floods) from 2010 to 2016, total damages: 0.0 ('000 US$)",0.01823982689717604
33_69,33,69,1,2006,2006,,Paktika, Omna,0.0,,12.0,20.0,,Flash flood,0,,0.0,"1 events (1 floods) from 2006 to 2006, total damages: 0.0 ('000 US$)",0.00019871497648539445
33_70,33,70,5,2002,2016,,Khost,"F.A.T.A., Khost, Khost city",2.2,,109.0,0.0,,Riverine flood,0,,2.8,"5 events (5 floods) from 2002 to 2016, total damages: 0.0 ('000 US$)",0.068471661036409
33_73,33,73,1,2015,2015,,Punjab,Rawalpindi District ,6.0,,25.0,0.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2015 to 2015, total damages: 0.0 ('000 US$)",0.00041398953434457176
33_74,33,74,1,2014,2014,18313698.0,Punjab,Gujrat,,18313698.0,298.0,275000.0,,Riverine flood,1,,0.0,"1 events (1 floods) from 2014 to 2014, total damages: 18313698.0 ('000 US$)",0.05348279408441177
33_75,33,75,2,1990,1992,111716.0,Jammu And Kashmir,Jammu,1.0,55858.0,569.0,70000.0,,Flash flood,0,Ballol canal,1.0,"2 events (2 floods) from 1990 to 1992, total damages: 111716.0 ('000 US$)",0.017698882424810304
34_-106,34,-106,1,1988,1988,,New Mexico,Nouveau-Mexique,0.0,,0.0,0.0,,,0,,0.0,"1 events (1 floods) from 1988 to 1988, total damages: 0.0 ('000 US$)",0.0
34_-111,34,-111,1,2017,2017,,Arizona,Ellison Creek ,0.0,,10.0,0.0,,Flash flood,0,Ellison Creek,0.0,"1 events (1 floods) from 2017 to 2017, total damages: 0.0 ('000 US$)",0.0001655958137378287
34_-112,34,-112,4,1983,1997,1668934.0,Arizona,Arizona,5.5,417233.5,99.0,206350.0,,Riverine flood,0,"Ohio, Delaware, Schuylkill, Susquehanna, Allegheny, Monongahela, Neversink, Conhocton, Canisteo",3.5,"4 events (4 floods) from 1983 to 1997, total damages: 1668934.0 ('000 US$)",0.03900035580984712
34_-118,34,-118,5,2003,2014,1067337.0,California,"Los Angeles, Los Angeles area, Malibu",6.4,213467.4,58.0,4258.0,,Riverine flood,0,"Sacramento, San JOaquin, Russian, Napa, Navarro, Klamath, Eel, Pit, Susan, Truckee",2.2,"5 events (5 floods) from 2003 to 2014, total damages: 1067337.0 ('000 US$)",0.04801002113666843
34_-4,34,-4,1,2000,2000,,Taza-Al Hoceima-Taounate,Taza,3.0,,0.0,300.0,,Flash flood,0,,0.0,"1 events (1 floods) from 2000 to 2000, total damages: 0.0 ('000 US$)",0.0
34_-5,34,-5,2,1995,1997,,Meknes-Tafilalet,"El Hajeb, Taounate",0.5,,103.0,0.0,,Flash flood,0,,1.0,"2 events (2 floods) from 1995 to 1997, total damages: 0.0 ('000 US$)",0.018372303548166304
